route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_route_type,route_pattern_id,bikes_allowed
Subway,Weekday,26,EB,560,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,27,EB,568,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,28,EB,576,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,29,EB,584,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,30,EB,592,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,31,EB,600,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,32,EB,608,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,33,EB,616,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,34,EB,624,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,35,EB,632,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,36,EB,640,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,37,EB,648,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,38,EB,656,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,39,EB,664,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,40,EB,672,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,41,EB,680,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,42,EB,688,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,43,EB,696,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,44,EB,704,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,45,EB,712,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,46,EB,720,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,47,EB,728,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,48,EB,736,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,49,EB,744,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,50,EB,752,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,51,EB,760,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,52,EB,768,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,53,EB,776,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,54,EB,784,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,55,EB,792,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,56,EB,800,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,57,EB,808,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,58,EB,816,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,59,EB,824,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,60,EB,832,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,61,EB,840,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,62,EB,848,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,63,EB,856,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,64,EB,864,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,65,EB,872,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,66,EB,880,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,67,EB,888,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,68,EB,896,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,69,EB,904,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,70,EB,912,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,71,EB,920,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,72,EB,928,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,73,EB,936,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,74,EB,944,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,75,EB,952,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,76,EB,960,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,77,EB,968,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,78,EB,976,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,79,EB,984,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,80,EB,992,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,81,EB,1000,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,82,EB,1008,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,83,EB,1016,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,84,EB,1024,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,85,EB,1032,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,86,EB,1040,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,87,EB,1048,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,88,EB,1056,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,89,EB,1064,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,90,EB,1072,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,91,EB,1080,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,92,EB,1088,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,93,EB,1096,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,94,EB,1104,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,95,EB,1112,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,96,EB,1120,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,97,EB,1128,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,98,EB,1136,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,99,EB,1144,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,100,EB,1152,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,101,EB,1160,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,102,EB,1168,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,103,EB,1176,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,104,EB,1184,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,105,EB,1192,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,106,EB,1200,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,107,EB,1208,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,108,EB,1216,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,109,EB,1224,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,110,EB,1232,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,111,EB,1240,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,112,EB,1248,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,113,EB,1256,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,114,EB,1264,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,115,EB,1272,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,116,EB,1280,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,117,EB,1288,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,118,EB,1296,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,119,EB,1304,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,120,EB,1312,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,121,EB,1320,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,122,EB,1328,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,123,EB,1336,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,124,EB,1344,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,125,EB,1352,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,126,EB,1360,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,127,EB,1368,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,128,EB,1376,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,129,EB,1384,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,130,EB,1392,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,131,EB,1400,0,S931_-1,20,1,,Subway-1-0,1
Subway,Weekday,132,EB,1408,0,S931_-1,20,1,,Subway-1-0,1
Bus1,Weekday,1000,EB,360,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1001,EB,375,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1002,EB,390,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1003,EB,405,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1004,EB,420,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1005,EB,435,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1006,EB,450,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1007,EB,465,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1008,EB,480,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1009,EB,495,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1010,EB,510,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1011,EB,525,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1012,EB,540,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1013,EB,555,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1014,EB,570,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1015,EB,585,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1016,EB,600,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1017,EB,615,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1018,EB,630,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1019,EB,645,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1020,EB,660,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1021,EB,675,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1022,EB,690,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1023,EB,705,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1024,EB,720,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1025,EB,735,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1026,EB,750,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1027,EB,765,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1028,EB,780,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1029,EB,795,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1030,EB,810,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1031,EB,825,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1032,EB,840,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1033,EB,855,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1034,EB,870,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1035,EB,885,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1036,EB,900,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1037,EB,915,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1038,EB,930,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1039,EB,945,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1040,EB,960,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1041,EB,975,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1042,EB,990,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1043,EB,1005,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1044,EB,1020,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1045,EB,1035,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1046,EB,1050,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1047,EB,1065,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1048,EB,1080,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1049,EB,1095,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1050,EB,1110,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1051,EB,1125,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1052,EB,1140,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1053,EB,1155,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1054,EB,1170,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1055,EB,1185,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1056,EB,1200,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1057,EB,1215,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1058,EB,1230,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1059,EB,1245,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1060,EB,1260,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1061,EB,1275,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1062,EB,1290,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1063,EB,1305,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1064,EB,1320,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1065,EB,1335,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1066,EB,1350,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1067,EB,1365,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1068,EB,1380,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1069,EB,1395,0,Bus1-1,22,1,,Bus-1-0,1
Bus1,Weekday,1070,EB,1410,0,Bus1-1,22,1,,Bus-1-0,1
Bus2,Weekday,2000,SB,360,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2001,SB,375,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2002,SB,390,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2003,SB,405,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2004,SB,420,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2005,SB,435,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2006,SB,450,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2007,SB,465,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2008,SB,480,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2009,SB,495,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2010,SB,510,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2011,SB,525,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2012,SB,540,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2013,SB,555,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2014,SB,570,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2015,SB,585,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2016,SB,600,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2017,SB,615,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2018,SB,630,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2019,SB,645,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2020,SB,660,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2021,SB,675,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2022,SB,690,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2023,SB,705,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2024,SB,720,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2025,SB,735,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2026,SB,750,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2027,SB,765,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2028,SB,780,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2029,SB,795,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2030,SB,810,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2031,SB,825,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2032,SB,840,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2033,SB,855,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2034,SB,870,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2035,SB,885,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2036,SB,900,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2037,SB,915,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2038,SB,930,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2039,SB,945,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2040,SB,960,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2041,SB,975,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2042,SB,990,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2043,SB,1005,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2044,SB,1020,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2045,SB,1035,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2046,SB,1050,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2047,SB,1065,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2048,SB,1080,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2049,SB,1095,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2050,SB,1110,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2051,SB,1125,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2052,SB,1140,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2053,SB,1155,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2054,SB,1170,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2055,SB,1185,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2056,SB,1200,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2057,SB,1215,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2058,SB,1230,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2059,SB,1245,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2060,SB,1260,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2061,SB,1275,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2062,SB,1290,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2063,SB,1305,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2064,SB,1320,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2065,SB,1335,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2066,SB,1350,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2067,SB,1365,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2068,SB,1380,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2069,SB,1395,0,Bus2-1,24,1,,Bus-2-0,1
Bus2,Weekday,2070,SB,1410,0,Bus2-1,24,1,,Bus-2-0,1
